PERIOD,OwnerId,DealID,Opportunity stage,Closed won,Closed lost,Inbound Calls,Inbound Email,Outbound Email,Meetings Scheduled,Lead Response Time,Average Contract Value,Sales Cycle Length,Linkedin Messaging,Daily opportunity movements,Outbound leads created,Contacts per/in company,Sales by territory,Sales by industry,Sales by channel,Number of Demos
2021-01-05,3,157,Pitching,0,0,9,1,0,4,31,4194.11,104,8,2,5,7,1,0,2,1
2021-01-09,3,157,Negotiation,0,0,6,0,4,1,40,4194.11,227,3,3,7,3,1,0,2,2
2021-10-23,3,157,Commitment,0,0,6,0,4,1,40,4194.11,279,3,3,7,3,1,0,2,2
2021-10-24,3,157,Closed,0,1,9,4,2,4,10,3644.77,280,4,0,3,8,1,0,2,2
2021-01-23,1,158,Negotiation,0,0,2,4,1,3,27,1191.19,0,8,3,7,7,2,3,1,0
2021-02-14,1,158,Pitching,0,0,3,4,3,1,5,1191.19,22,8,2,1,5,2,3,1,0
2021-09-30,1,158,Interaction,0,0,4,2,1,4,24,1766.07,250,8,3,5,4,2,3,1,1
2021-11-30,1,158,Commitment,0,0,4,2,1,4,24,1766.07,311,8,3,5,4,2,3,1,1
2021-01-12,1,158,Closed,1,0,8,0,1,0,46,1191.19,312,9,3,4,3,2,3,1,0
2021-02-01,1,159,Interaction,0,0,4,1,4,4,9,3990.06,0,0,2,4,8,1,1,0,2
2021-01-23,1,159,Negotiation,0,0,9,0,0,4,32,2909.02,21,8,4,3,1,1,1,0,0
2021-02-14,1,159,Pitching,0,0,7,2,3,2,15,2909.02,43,0,1,0,2,1,1,0,3
2021-11-30,1,159,Commitment,0,0,7,2,3,2,15,2909.02,332,0,1,0,2,1,1,0,3
2021-01-12,1,159,Closed,0,1,4,2,2,2,5,2909.02,333,2,4,7,5,1,1,0,2
2021-01-17,4,160,Negotiation,0,0,0,3,4,2,8,3277.93,0,7,2,5,9,1,3,0,2
2021-02-02,4,160,Pitching,0,0,4,3,3,2,5,3277.93,16,2,0,5,4,1,3,0,0
2021-02-18,4,160,Interaction,0,0,7,1,1,3,33,2243.26,32,7,0,1,5,1,3,0,0
2021-08-31,4,160,Commitment,0,0,7,1,1,3,33,2243.26,226,7,0,1,5,1,3,0,0
2021-01-09,4,160,Closed,0,1,8,2,3,3,47,3277.93,227,3,0,7,5,1,3,0,0
2021-01-13,1,161,Negotiation,0,0,4,3,3,2,37,1372.81,0,0,3,3,1,1,1,0,0
2021-01-04,1,161,Pitching,0,0,8,0,3,2,44,1914.01,78,5,2,4,3,1,1,0,1
2021-06-22,1,161,Interaction,0,0,7,1,0,3,30,2954.71,160,4,3,1,9,1,1,0,1
2021-06-30,1,161,Commitment,0,0,7,1,0,3,30,2954.71,168,4,3,1,9,1,1,0,1
2021-01-07,1,161,Closed,0,1,8,4,3,1,41,1914.01,169,1,4,3,4,1,1,0,0
2021-01-15,2,162,Negotiation,0,0,4,3,0,2,16,3244.54,0,5,4,6,8,0,1,1,3
2021-01-29,2,162,Interaction,0,0,4,2,2,4,38,3244.54,14,0,1,7,9,0,1,1,2
2021-01-08,2,162,Pitching,0,0,8,0,1,2,34,3244.54,198,9,4,1,6,0,1,1,1
2021-11-29,2,162,Commitment,0,0,8,0,1,2,34,3244.54,318,9,4,1,6,0,1,1,1
2021-11-30,2,162,Closed,0,1,6,1,4,3,23,3219.87,319,6,3,3,8,0,1,1,3
2021-01-21,4,163,Negotiation,0,0,0,0,1,1,29,4274.5,0,5,2,7,8,2,1,2,3
2021-09-27,4,163,Interaction,0,0,3,3,4,1,36,808.07,249,6,1,8,6,2,1,2,3
2021-02-10,4,163,Pitching,0,0,8,1,2,1,24,4274.5,254,0,1,4,4,2,1,2,2
2021-10-31,4,163,Commitment,0,0,8,1,2,1,24,4274.5,283,0,1,4,4,2,1,2,2
2021-01-11,4,163,Closed,0,1,6,1,2,4,17,4274.5,284,6,1,6,2,2,1,2,0
2021-01-21,4,164,Negotiation,0,0,9,3,0,1,24,1215.54,0,9,0,2,2,0,1,0,0
2021-02-10,4,164,Interaction,0,0,1,2,0,3,15,1215.54,254,6,2,5,6,0,1,0,2
2021-01-11,4,164,Pitching,0,0,6,2,2,2,13,1215.54,284,4,3,6,5,0,1,0,2
2021-11-15,4,164,Commitment,0,0,6,2,2,2,13,1215.54,298,4,3,6,5,0,1,0,2
2021-11-16,4,164,Closed,0,1,5,0,0,1,9,1534.18,299,4,2,0,9,0,1,0,2
2021-01-19,2,165,Negotiation,0,0,6,2,4,2,43,4904.78,0,9,2,3,1,0,2,0,0
2021-02-06,2,165,Interaction,0,0,2,3,0,4,36,4904.78,134,3,2,5,1,0,2,0,1
2021-01-10,2,165,Pitching,0,0,4,0,0,4,11,4904.78,255,8,1,8,6,0,2,0,3
2021-07-11,2,165,Commitment,0,0,4,0,0,4,11,4904.78,292,8,1,8,6,0,2,0,3
2021-08-11,2,165,Closed,0,1,6,0,0,3,24,1032.01,293,0,2,0,1,0,2,0,0
2021-01-23,5,166,Negotiation,0,0,2,1,1,1,23,743.11,0,9,4,5,6,0,2,1,1
2021-02-14,5,166,Pitching,0,0,6,4,1,3,7,743.11,22,6,0,3,8,0,2,1,1
2021-10-22,5,166,Interaction,0,0,0,4,3,2,11,1735.99,272,6,4,4,3,0,2,1,1
2021-11-30,5,166,Commitment,0,0,0,4,3,2,11,1735.99,311,6,4,4,3,0,2,1,1
2021-01-12,5,166,Closed,0,1,4,1,2,3,18,743.11,312,7,0,4,7,0,2,1,2
2021-01-19,5,167,Negotiation,0,0,2,3,2,1,31,4096.02,0,3,0,1,6,1,3,0,1
2021-02-06,5,167,Interaction,0,0,4,2,1,1,29,4096.02,134,4,2,7,1,1,3,0,3
2021-01-10,5,167,Pitching,0,0,5,4,4,1,18,4096.02,255,2,2,8,6,1,3,0,1
2021-10-14,5,167,Commitment,0,0,5,4,4,1,18,4096.02,268,2,2,8,6,1,3,0,1
2021-10-15,5,167,Closed,0,1,9,2,4,1,13,1326.79,269,3,3,0,3,1,3,0,1
2021-01-13,2,168,Negotiation,0,0,2,4,0,0,4,2186.46,0,7,4,2,6,1,0,2,1
2021-01-25,2,168,Pitching,0,0,0,3,0,1,46,2186.46,12,0,1,1,5,1,0,2,2
2021-11-04,2,168,Interaction,0,0,1,3,4,1,5,3131.96,88,4,4,5,1,1,0,2,3
2021-06-30,2,168,Commitment,0,0,1,3,4,1,5,3131.96,168,4,4,5,1,1,0,2,3
2021-01-07,2,168,Closed,0,1,7,4,2,0,15,2186.46,169,5,0,2,7,1,0,2,0
2021-01-21,4,169,Interaction,0,0,4,4,0,0,43,847.48,0,2,2,5,9,3,2,2,1
2021-01-06,4,169,Pitching,0,0,8,2,1,4,1,2898.14,131,8,4,3,9,3,2,2,1
2021-01-11,4,169,Negotiation,0,0,8,2,0,2,10,2898.14,284,8,1,6,3,3,2,2,1
2021-08-12,4,169,Commitment,0,0,8,2,0,2,10,2898.14,321,8,1,6,3,3,2,2,1
2021-09-12,4,169,Closed,0,1,3,4,3,0,18,3558.27,322,2,3,4,4,3,2,2,2
2021-01-23,1,170,Negotiation,0,0,2,0,1,2,10,4540.78,0,4,3,4,1,1,1,0,0
2021-02-14,1,170,Pitching,0,0,2,4,0,4,35,4540.78,22,9,3,4,2,1,1,0,1
2021-12-04,1,170,Interaction,0,0,6,3,2,1,10,2795.51,79,0,3,5,6,1,1,0,2
2021-11-30,1,170,Commitment,0,0,6,3,2,1,10,2795.51,311,0,3,5,6,1,1,0,2
2021-01-12,1,170,Closed,0,1,2,2,3,3,42,4540.78,312,3,2,1,3,1,1,0,3
2021-01-02,1,171,Pitching,0,0,9,3,4,0,42,1091.71,0,7,1,5,6,0,2,0,3
2021-01-03,1,171,Negotiation,0,0,0,4,4,0,35,1091.71,28,2,0,9,3,0,2,0,1
2021-01-05,1,171,Interaction,0,0,9,4,2,1,42,1091.71,89,5,4,3,6,0,2,0,2
2021-12-12,1,171,Commitment,0,0,9,4,2,1,42,1091.71,314,5,4,3,6,0,2,0,2
2021-12-13,1,171,Closed,0,1,4,4,4,4,21,3615.32,315,0,4,1,7,0,2,0,1
2021-01-21,2,172,Negotiation,0,0,0,3,2,0,25,1724.09,0,3,2,7,1,0,3,1,2
2021-07-27,2,172,Interaction,0,0,2,4,3,2,45,934.28,187,6,2,1,6,0,3,1,0
2021-02-10,2,172,Pitching,0,0,5,4,0,3,31,1724.09,254,9,4,5,7,0,3,1,3
2021-10-31,2,172,Commitment,0,0,5,4,0,3,31,1724.09,283,9,4,5,7,0,3,1,3
2021-01-11,2,172,Closed,0,1,3,1,2,3,17,1724.09,284,5,0,1,7,0,3,1,2
2021-01-02,4,173,Pitching,0,0,1,1,3,2,24,3071.99,0,8,0,2,5,2,1,2,2
2021-01-03,4,173,Negotiation,0,0,5,1,1,0,20,3071.99,28,5,0,0,4,2,1,2,0
2021-01-05,4,173,Interaction,0,0,2,1,2,0,15,3071.99,89,6,3,8,3,2,1,2,1
2021-11-17,4,173,Commitment,0,0,2,1,2,0,15,3071.99,289,6,3,8,3,2,1,2,1
2021-11-18,4,173,Closed,0,1,2,4,0,2,6,4204.75,290,4,4,8,1,2,1,2,2
2021-03-01,5,174,Interaction,0,0,0,4,2,1,45,3261.7,0,1,4,1,6,2,2,0,1
2021-01-21,5,174,Negotiation,0,0,0,3,2,1,21,3563.04,18,5,1,9,7,2,2,0,3
2021-02-10,5,174,Pitching,0,0,9,2,0,0,37,3563.04,272,8,0,9,1,2,2,0,2
2021-10-31,5,174,Commitment,0,0,9,2,0,0,37,3563.04,301,8,0,9,1,2,2,0,2
2021-01-11,5,174,Closed,0,1,9,2,1,4,9,3563.04,302,1,0,2,1,2,2,0,3
2021-01-21,5,175,Negotiation,0,0,7,4,4,4,16,3462.72,0,5,2,2,9,3,3,1,1
2021-04-13,5,175,Interaction,0,0,6,4,0,1,23,3942.41,82,5,2,6,9,3,3,1,2
2021-01-06,5,175,Pitching,0,0,1,4,0,0,26,3986.73,131,2,4,8,6,3,3,1,3
2021-10-31,5,175,Commitment,0,0,1,4,0,0,26,3986.73,283,2,4,8,6,3,3,1,3
2021-01-11,5,175,Closed,0,1,3,3,3,1,36,3986.73,284,8,2,5,1,3,3,1,1
2021-01-19,2,176,Negotiation,0,0,9,3,2,0,41,1406.3,0,4,3,5,9,3,1,0,1
2021-03-05,2,176,Interaction,0,0,9,2,1,4,39,2225.11,104,0,1,3,7,3,1,0,3
2021-02-06,2,176,Pitching,0,0,5,2,2,0,26,1406.3,134,9,4,1,9,3,1,0,2
2021-09-30,2,176,Commitment,0,0,5,2,2,0,26,1406.3,254,9,4,1,9,3,1,0,2
2021-01-10,2,176,Closed,0,1,9,0,2,1,23,1406.3,255,6,3,6,7,3,1,0,1
2021-01-15,1,177,Negotiation,0,0,3,4,3,2,44,964.58,0,7,0,0,3,2,2,0,0
2021-01-29,1,177,Interaction,0,0,6,1,1,3,20,964.58,14,7,3,5,8,2,2,0,1
2021-01-08,1,177,Pitching,0,0,1,0,3,0,18,964.58,198,7,2,3,8,2,2,0,3
2021-08-27,1,177,Commitment,0,0,1,0,3,0,18,964.58,224,7,2,3,8,2,2,0,3
2021-08-28,1,177,Closed,0,1,8,1,4,4,33,3514.38,225,3,4,4,7,2,2,0,2
2021-01-13,3,178,Negotiation,0,0,2,0,2,3,45,2673.52,0,4,2,3,1,3,1,2,0
2021-01-25,3,178,Pitching,0,0,5,2,0,2,12,2673.52,12,6,1,9,7,3,1,2,1
2021-03-05,3,178,Interaction,0,0,4,3,3,0,11,4015.52,110,5,1,9,9,3,1,2,2
2021-06-30,3,178,Commitment,0,0,4,3,3,0,11,4015.52,168,5,1,9,9,3,1,2,2
2021-01-07,3,178,Closed,0,1,7,3,0,3,16,2673.52,169,2,2,8,2,3,1,2,0
2021-01-17,1,179,Negotiation,0,0,6,1,0,2,25,3520.13,0,6,0,4,4,3,3,2,2
2021-02-02,1,179,Pitching,0,0,6,3,3,1,37,3520.13,16,3,2,6,3,3,3,2,3
2021-05-24,1,179,Interaction,0,0,6,1,1,3,41,3555.9,127,2,3,8,4,3,3,2,0
2021-08-31,1,179,Commitment,0,0,6,1,1,3,41,3555.9,226,2,3,8,4,3,3,2,0
2021-01-09,1,179,Closed,0,1,4,4,3,0,19,3520.13,227,1,1,6,2,3,3,2,0
2021-01-23,5,180,Negotiation,0,0,9,3,3,4,9,3605.12,0,5,1,4,3,3,0,0,2
2021-02-14,5,180,Pitching,0,0,8,0,3,0,32,3605.12,22,5,3,5,7,3,0,0,1
2021-05-23,5,180,Interaction,0,0,1,2,1,3,20,3378.73,120,0,0,7,6,3,0,0,1
2021-11-30,5,180,Commitment,0,0,1,2,1,3,20,3378.73,311,0,0,7,6,3,0,0,1
2021-01-12,5,180,Closed,0,1,2,3,0,2,12,3605.12,312,2,4,8,6,3,0,0,1
2021-01-13,2,181,Negotiation,0,0,0,4,0,0,36,1368.41,0,7,2,3,5,1,0,2,1
2021-01-25,2,181,Pitching,0,0,6,3,4,2,32,1368.41,12,1,3,2,5,1,0,2,2
2021-04-03,2,181,Interaction,0,0,2,1,2,0,47,3361.49,50,4,1,8,6,1,0,2,3
2021-06-30,2,181,Commitment,0,0,2,1,2,0,47,3361.49,168,4,1,8,6,1,0,2,3
2021-01-07,2,181,Closed,1,0,5,0,0,4,29,1368.41,169,0,1,3,5,1,0,2,0
2021-01-23,1,182,Negotiation,0,0,0,3,1,4,7,3055.83,0,0,2,8,4,3,3,0,3
2021-02-14,1,182,Pitching,0,0,5,0,3,0,1,3055.83,22,3,2,6,7,3,3,0,1
2021-10-20,1,182,Interaction,0,0,6,4,1,2,17,1696.19,270,3,1,3,7,3,3,0,0
2021-11-30,1,182,Commitment,0,0,6,4,1,2,17,1696.19,311,3,1,3,7,3,3,0,0
2021-01-12,1,182,Closed,0,1,2,0,1,3,28,3055.83,312,0,2,2,5,3,3,0,1
2021-01-03,2,183,Pitching,0,0,7,0,2,2,35,4767.79,0,3,3,2,6,3,0,1,2
2021-06-04,2,183,Interaction,0,0,0,1,0,1,36,2356.69,36,2,1,2,6,3,0,1,0
2021-01-05,2,183,Negotiation,0,0,6,3,4,0,25,4767.79,61,2,3,0,4,3,0,1,2
2021-08-31,2,183,Commitment,0,0,6,3,4,0,25,4767.79,183,2,3,0,4,3,0,1,2
2021-01-09,2,183,Closed,0,1,8,3,0,3,9,4767.79,184,1,1,9,9,3,0,1,0
2021-03-01,1,184,Interaction,0,0,2,0,0,1,46,1312.99,0,4,3,6,1,0,1,2,2
2021-01-13,1,184,Negotiation,0,0,8,4,3,0,19,2968.56,10,5,1,9,3,0,1,2,3
2021-01-04,1,184,Pitching,0,0,8,2,4,2,20,1745.13,88,1,0,1,7,0,1,2,3
2021-06-30,1,184,Commitment,0,0,8,2,4,2,20,1745.13,178,1,0,1,7,0,1,2,3
2021-01-07,1,184,Closed,0,1,5,2,0,2,33,1745.13,179,6,1,0,5,0,1,2,0
2021-01-17,5,185,Negotiation,0,0,1,4,4,1,40,4904.62,0,5,2,4,9,3,1,2,3
2021-01-03,5,185,Interaction,0,0,0,2,4,1,11,1825.91,43,8,1,9,8,3,1,2,2
2021-01-05,5,185,Pitching,0,0,6,4,4,0,20,1038.12,104,2,3,3,6,3,1,2,0
2021-08-31,5,185,Commitment,0,0,6,4,4,0,20,1038.12,226,2,3,3,6,3,1,2,0
2021-01-09,5,185,Closed,0,1,6,2,0,1,2,1038.12,227,0,1,2,6,3,1,2,1
2021-01-23,5,186,Negotiation,0,0,6,0,3,4,34,4926.93,0,7,0,2,5,1,0,2,0
2021-02-14,5,186,Pitching,0,0,5,1,4,2,9,4926.93,22,4,0,2,8,1,0,2,0
2021-10-14,5,186,Interaction,0,0,0,3,2,4,22,3827.68,264,4,1,8,7,1,0,2,2
2021-11-30,5,186,Commitment,0,0,0,3,2,4,22,3827.68,311,4,1,8,7,1,0,2,2
2021-01-12,5,186,Closed,0,1,7,2,1,0,25,4926.93,312,8,3,5,9,1,0,2,1
2021-01-03,5,187,Pitching,0,0,9,2,2,3,13,544.21,0,2,0,1,6,2,0,2,0
2021-01-05,5,187,Negotiation,0,0,1,3,3,2,29,544.21,61,4,2,3,1,2,0,2,3
2021-01-09,5,187,Interaction,0,0,3,4,0,4,32,544.21,184,1,1,8,1,2,0,2,0
2021-06-10,5,187,Commitment,0,0,3,4,0,4,32,544.21,219,1,1,8,1,2,0,2,0
2021-07-10,5,187,Closed,0,1,8,0,0,0,14,2519.27,220,6,4,3,2,2,0,2,2
2021-01-19,4,188,Negotiation,0,0,4,3,2,1,14,2620.29,0,9,4,8,7,3,2,0,1
2021-02-06,4,188,Pitching,0,0,1,4,2,2,6,2620.29,134,0,4,8,2,3,2,0,1
2021-07-09,4,188,Interaction,0,0,3,1,0,3,38,1803.11,231,2,0,9,5,3,2,0,0
2021-09-30,4,188,Commitment,0,0,3,1,0,3,38,1803.11,254,2,0,9,5,3,2,0,0
2021-01-10,4,188,Closed,0,1,4,0,0,0,3,2620.29,255,9,4,9,7,3,2,0,0
2021-01-17,3,189,Negotiation,0,0,6,1,4,2,23,1888.82,0,0,4,1,2,3,3,2,2
2021-02-02,3,189,Pitching,0,0,8,2,4,3,44,1888.82,16,1,1,0,5,3,3,2,1
2021-04-26,3,189,Interaction,0,0,9,4,2,2,43,4667.99,99,1,0,9,2,3,3,2,1
2021-08-31,3,189,Commitment,0,0,9,4,2,2,43,4667.99,226,1,0,9,2,3,3,2,1
2021-01-09,3,189,Closed,0,1,5,4,0,3,43,1888.82,227,1,1,6,3,3,3,2,3
2021-01-03,3,190,Pitching,0,0,4,2,4,0,11,3961.14,0,9,3,8,3,2,1,0,1
2021-03-14,3,190,Interaction,0,0,6,2,4,1,23,3041.17,13,2,0,1,2,2,1,0,2
2021-01-05,3,190,Negotiation,0,0,4,0,4,2,45,3961.14,61,9,3,4,9,2,1,0,2
2021-08-31,3,190,Commitment,0,0,4,0,4,2,45,3961.14,183,9,3,4,9,2,1,0,2
2021-01-09,3,190,Closed,0,1,3,1,4,4,35,3961.14,184,5,1,5,7,2,1,0,3
2021-01-17,1,191,Interaction,0,0,7,1,0,1,17,2487.99,0,3,4,2,1,3,3,0,2
2021-01-05,1,191,Pitching,0,0,5,2,2,1,42,1447.1,104,3,4,4,8,3,3,0,1
2021-01-09,1,191,Negotiation,0,0,4,0,2,3,42,1447.1,227,3,2,7,4,3,3,0,3
2021-01-11,1,191,Commitment,0,0,4,0,2,3,42,1447.1,288,3,2,7,4,3,3,0,3
2021-02-11,1,191,Closed,0,1,9,1,1,1,38,4593.75,289,2,0,0,6,3,3,0,2
2021-01-13,2,192,Negotiation,0,0,0,4,0,3,36,2512.33,0,1,0,6,9,3,0,1,0
2021-01-25,2,192,Interaction,0,0,9,2,3,4,21,2512.33,12,2,4,8,1,3,0,1,2
2021-01-07,2,192,Pitching,0,0,2,4,1,4,9,2512.33,169,7,0,9,9,3,0,1,0
2021-12-18,2,192,Commitment,0,0,2,4,1,4,9,2512.33,339,7,0,9,9,3,0,1,0
2021-12-19,2,192,Closed,0,1,0,3,1,3,5,2713.59,340,8,0,8,4,3,0,1,0
2021-01-21,5,193,Negotiation,0,0,7,2,4,4,11,2239.94,0,5,0,1,5,2,1,0,0
2021-01-06,5,193,Pitching,0,0,0,2,3,3,27,1612.94,131,0,1,8,8,2,1,0,0
2021-07-07,5,193,Interaction,0,0,2,0,4,2,34,1264.82,167,3,0,4,8,2,1,0,2
2021-10-31,5,193,Commitment,0,0,2,0,4,2,34,1264.82,283,3,0,4,8,2,1,0,2
2021-01-11,5,193,Closed,0,1,7,1,4,3,37,1612.94,284,6,3,8,2,2,1,0,2
2021-01-23,3,194,Negotiation,0,0,3,0,0,2,17,4363.15,0,5,2,8,8,1,1,2,1
2021-02-14,3,194,Pitching,0,0,9,4,2,1,25,4363.15,22,7,0,3,1,1,1,2,2
2021-03-08,3,194,Interaction,0,0,6,3,0,2,26,3553.7,192,5,4,9,2,1,1,2,2
2021-11-30,3,194,Commitment,0,0,6,3,0,2,26,3553.7,311,5,4,9,2,1,1,2,2
2021-01-12,3,194,Closed,0,1,0,1,2,4,17,4363.15,312,5,1,5,6,1,1,2,0
2021-01-21,4,195,Negotiation,0,0,7,0,4,4,15,3092.01,0,7,1,3,7,1,0,1,0
2021-01-06,4,195,Pitching,0,0,5,2,3,0,44,2224.51,131,9,4,7,1,1,0,1,1
2021-10-30,4,195,Interaction,0,0,6,2,0,3,7,3540.52,282,4,1,8,2,1,0,1,1
2021-10-31,4,195,Commitment,0,0,6,2,0,3,7,3540.52,283,4,1,8,2,1,0,1,1
2021-01-11,4,195,Closed,0,1,8,1,3,0,17,2224.51,284,9,3,7,8,1,0,1,0
2021-01-03,3,196,Pitching,0,0,1,4,4,3,15,2959.01,0,0,4,0,5,0,0,1,0
2021-01-05,3,196,Negotiation,0,0,9,0,2,2,39,2959.01,61,5,2,5,8,0,0,1,1
2021-01-09,3,196,Interaction,0,0,9,0,3,3,34,2959.01,184,8,3,4,1,0,0,1,0
2021-09-16,3,196,Commitment,0,0,9,0,3,3,34,2959.01,199,8,3,4,1,0,0,1,0
2021-09-17,3,196,Closed,0,1,6,3,2,0,43,1085.78,200,8,2,2,2,0,0,1,2
2021-01-03,1,197,Pitching,0,0,6,3,1,0,6,3569.49,0,9,1,8,5,2,3,2,1
2021-05-04,1,197,Interaction,0,0,5,2,2,3,10,3834.12,35,2,0,0,1,2,3,2,0
2021-01-05,1,197,Negotiation,0,0,1,4,2,1,19,3569.49,61,6,2,7,6,2,3,2,1
2021-08-31,1,197,Commitment,0,0,1,4,2,1,19,3569.49,183,6,2,7,6,2,3,2,1
2021-01-09,1,197,Closed,0,1,9,3,4,4,42,3569.49,184,0,2,0,3,2,3,2,0
2021-01-13,5,198,Negotiation,0,0,8,0,1,4,37,1819.09,0,7,0,4,8,3,2,1,1
2021-01-04,5,198,Pitching,0,0,0,3,3,2,42,3119.92,78,4,4,8,9,3,2,1,2
2021-06-20,5,198,Interaction,0,0,7,2,0,1,37,1748.08,158,0,4,5,7,3,2,1,2
2021-06-30,5,198,Commitment,0,0,7,2,0,1,37,1748.08,168,0,4,5,7,3,2,1,2
2021-01-07,5,198,Closed,0,1,2,1,3,2,39,3119.92,169,0,4,4,9,3,2,1,3
2021-01-21,2,199,Negotiation,0,0,3,3,3,0,14,1701.49,0,0,2,7,8,3,3,2,2
2021-04-18,2,199,Interaction,0,0,7,3,3,2,6,2347.14,87,5,2,0,6,3,3,2,2
2021-01-06,2,199,Pitching,0,0,8,0,3,0,21,1847.02,131,8,0,2,1,3,3,2,0
2021-10-31,2,199,Commitment,0,0,8,0,3,0,21,1847.02,283,8,0,2,1,3,3,2,0
2021-01-11,2,199,Closed,0,1,9,4,1,0,6,1847.02,284,3,0,6,6,3,3,2,2
2021-01-02,4,200,Pitching,0,0,4,3,1,4,3,769.33,0,8,2,2,5,1,0,2,0
2021-01-03,4,200,Negotiation,0,0,4,4,3,1,46,769.33,28,1,4,5,8,1,0,2,2
2021-01-05,4,200,Interaction,0,0,4,4,2,0,13,769.33,89,0,0,8,4,1,0,2,0
2021-05-27,4,200,Commitment,0,0,4,4,2,0,13,769.33,115,0,0,8,4,1,0,2,0
2021-05-28,4,200,Closed,0,1,1,0,4,2,43,1314.67,116,4,3,2,2,1,0,2,0
2021-01-19,4,201,Negotiation,0,0,6,2,1,0,25,2682.52,0,7,3,7,9,2,0,1,2
2021-02-06,4,201,Interaction,0,0,2,2,4,1,28,2682.52,134,5,1,0,2,2,0,1,0
2021-01-10,4,201,Pitching,0,0,3,4,1,3,30,2682.52,255,9,2,0,7,2,0,1,0
2021-04-11,4,201,Commitment,0,0,3,4,1,3,30,2682.52,289,9,2,0,7,2,0,1,0
2021-05-11,4,201,Closed,0,1,6,2,4,3,9,3358.15,290,0,0,2,6,2,0,1,3
2021-01-21,1,202,Negotiation,0,0,3,3,2,1,13,2864.61,0,0,4,9,7,1,1,0,3
2021-02-10,1,202,Interaction,0,0,0,3,0,4,30,2864.61,254,5,0,5,3,1,1,0,3
2021-01-11,1,202,Pitching,0,0,6,2,2,0,28,2864.61,284,2,1,2,1,1,1,0,1
2021-02-12,1,202,Commitment,0,0,6,2,2,0,28,2864.61,315,2,1,2,1,1,1,0,1
2021-03-12,1,202,Closed,0,1,8,2,0,4,3,1821.83,316,3,0,2,7,1,1,0,2
2021-01-21,4,203,Negotiation,0,0,7,1,2,1,47,2510.25,0,9,1,9,9,2,2,1,0
2021-09-28,4,203,Interaction,0,0,9,3,0,2,1,2215.41,250,7,1,1,4,2,2,1,2
2021-02-10,4,203,Pitching,0,0,5,1,0,3,11,2510.25,254,4,0,0,3,2,2,1,3
2021-10-31,4,203,Commitment,0,0,5,1,0,3,11,2510.25,283,4,0,0,3,2,2,1,3
2021-01-11,4,203,Closed,0,1,1,2,0,1,19,2510.25,284,2,3,4,3,2,2,1,2
2021-01-19,1,204,Negotiation,0,0,6,3,4,1,26,2448.8,0,2,4,7,4,0,3,2,3
2021-03-26,1,204,Interaction,0,0,6,3,0,2,19,1965.77,66,3,2,5,1,0,3,2,3
2021-02-06,1,204,Pitching,0,0,6,2,1,2,34,2448.8,134,4,0,7,7,0,3,2,2
2021-09-30,1,204,Commitment,0,0,6,2,1,2,34,2448.8,254,4,0,7,7,0,3,2,2
2021-01-10,1,204,Closed,1,0,7,0,4,4,31,2448.8,255,8,0,9,3,0,3,2,3
2021-01-21,3,205,Negotiation,0,0,0,2,3,4,46,3778.77,0,4,1,6,6,0,0,0,2
2021-03-24,3,205,Interaction,0,0,0,1,4,0,19,4757.28,62,2,3,0,9,0,0,0,2
2021-02-10,3,205,Pitching,0,0,9,4,0,0,10,3778.77,254,1,2,5,8,0,0,0,2
2021-10-31,3,205,Commitment,0,0,9,4,0,0,10,3778.77,283,1,2,5,8,0,0,0,2
2021-01-11,3,205,Closed,0,1,6,1,4,4,1,3778.77,284,7,4,0,3,0,0,0,0
2021-01-15,3,206,Negotiation,0,0,4,3,1,4,30,3727.43,0,6,3,1,6,0,2,1,2
2021-01-29,3,206,Pitching,0,0,6,0,3,4,27,3727.43,14,2,2,7,2,0,2,1,0
2021-05-21,3,206,Interaction,0,0,6,4,0,0,7,4689.41,126,0,1,9,1,0,2,1,3
2021-07-31,3,206,Commitment,0,0,6,4,0,0,7,4689.41,197,0,1,9,1,0,2,1,3
2021-01-08,3,206,Closed,0,1,1,0,2,1,35,3727.43,198,4,4,3,7,0,2,1,1
2021-01-21,2,207,Negotiation,0,0,9,2,1,2,38,2795.66,0,1,3,1,9,0,2,0,2
2021-02-10,2,207,Interaction,0,0,8,1,4,3,40,2795.66,254,0,1,9,9,0,2,0,0
2021-01-11,2,207,Pitching,0,0,1,0,3,4,15,2795.66,284,5,2,4,1,0,2,0,3
2021-11-19,2,207,Commitment,0,0,1,0,3,4,15,2795.66,302,5,2,4,1,0,2,0,3
2021-11-20,2,207,Closed,0,1,4,3,2,2,34,4844.13,303,3,2,7,8,0,2,0,1
2021-08-02,3,208,Interaction,0,0,7,4,4,2,30,2342.0,0,1,3,4,7,3,2,1,2
2021-01-03,3,208,Pitching,0,0,0,1,1,3,36,4349.09,21,7,1,2,2,3,2,1,1
2021-01-05,3,208,Negotiation,0,0,1,3,2,0,44,4349.09,82,3,1,7,4,3,2,1,3
2021-08-31,3,208,Commitment,0,0,1,3,2,0,44,4349.09,204,3,1,7,4,3,2,1,3
2021-01-09,3,208,Closed,0,1,1,1,0,3,11,4349.09,205,2,3,4,4,3,2,1,1
2021-01-17,4,209,Interaction,0,0,7,3,3,3,44,2831.83,0,7,2,3,2,0,1,2,2
2021-01-05,4,209,Pitching,0,0,9,1,4,3,46,4932.82,104,1,2,2,4,0,1,2,2
